Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
917,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
918,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,23-Apr-18
919,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,23-Apr-17
920,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,23-Apr-15
921,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,23-Apr-13
922,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,22-May-15
923,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
924,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
925,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
926,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,21-Apr-17
927,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,21-Apr-15
928,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,21-Apr-13
929,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,20-Apr-20
930,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,20-Apr-17
931,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
932,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
933,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,19-Apr-20
934,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,19-Apr-17
935,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,19-Apr-16
936,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,19-Apr-15
937,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,19-Apr-13
938,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,18-Apr-20
939,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,18-Apr-17
940,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,18-Apr-16
941,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,18-Apr-15
942,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,18-Apr-13
943,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
944,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,17-Apr-13
945,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,16-Apr-19
946,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,16-Apr-16
947,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,16-Apr-13
948,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,15-May-15
949,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,15-Apr-20
950,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
951,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
952,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,14-May-13
953,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
954,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,14-Apr-19
955,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,14-Apr-13
956,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
957,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,13-Apr-19
958,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,13-Apr-13
959,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,12-May-13
960,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
961,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,12-Apr-13
962,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,11-Apr-20
963,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,11-Apr-13
964,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,10-May-20
965,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,10-May-15
966,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,10-May-13
967,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,10-Apr-13
968,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,09-May-20
969,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,09-May-17
970,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,09-May-15
971,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,09-May-13
972,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,09-Apr-13
973,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,08-May-15
974,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,08-May-13
975,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,07-May-17
976,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,07-May-13
977,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,06-May-18
978,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,06-May-17
979,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,06-May-13
980,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,05-May-20
981,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,05-May-17
982,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,05-May-15
983,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,05-May-13
984,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,04-May-20
985,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,04-May-17
986,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,04-May-15
987,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,04-May-13
988,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,03-May-18
989,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,03-May-17
990,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1350,1350,1350,03-May-16
991,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,03-May-15
992,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,02-May-20
993,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,02-May-18
994,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,02-May-17
995,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,02-May-15
996,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,02-May-13
997,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,01-May-19
998,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,01-May-18
999,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,01-May-17
1000,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,01-May-15
1001,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,30-Apr-20
1002,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,30-Apr-18
1003,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,30-Apr-13
1004,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,29-Apr-20
1005,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
1006,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1007,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
1008,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,29-Apr-13
1009,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,28-Apr-20
1010,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,28-Apr-17
1011,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1012,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,28-Apr-13
1013,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1014,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
1015,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,27-Apr-18
1016,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1017,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,27-Apr-13
1018,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1019,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1020,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,26-Apr-18
1021,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1022,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1023,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,26-Apr-13
1024,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1025,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1026,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,25-Apr-18
1027,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1028,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,25-Apr-15
1029,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,25-Apr-13
1030,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1031,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1032,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,24-Apr-18
1033,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1034,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,24-Apr-13
1035,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1036,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,23-Apr-18
1037,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,23-Apr-13
1038,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1039,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,22-Apr-18
1040,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,22-Apr-16
1041,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
1042,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1043,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,21-Apr-17
1044,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,21-Apr-13
1045,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
1046,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,20-Apr-17
1047,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
1048,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
1049,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
1050,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,19-May-18
1051,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,19-Apr-20
1052,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,19-Apr-15
1053,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,19-Apr-13
1054,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,18-May-15
1055,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,18-Apr-20
1056,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,18-Apr-13
1057,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,18-Apr-13
1058,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,17-Apr-13
1059,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,16-Apr-16
1060,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,16-Apr-13
1061,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
1062,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
1063,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,14-May-15
1064,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
1065,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,14-Apr-13
1066,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,13-May-13
1067,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
1068,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,13-Apr-13
1069,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,12-May-17
1070,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,12-May-15
1071,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
1072,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,12-Apr-13
1073,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,11-May-17
1074,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,11-May-13
1075,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,11-Apr-20
1076,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,09-May-17
1077,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,09-May-15
1078,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,08-May-18
1079,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,08-May-17
1080,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,08-May-15
1081,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,07-May-17
1082,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,07-May-16
1083,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,07-May-13
1084,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,06-May-18
1085,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,06-May-17
1086,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,05-May-20
1087,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,05-May-18
1088,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,05-May-15
1089,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1625,1625,1625,04-May-20
1090,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,04-May-16
1091,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,04-May-15
1092,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,04-May-13
1093,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,03-May-17
1094,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,03-May-15
1095,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,02-May-19
1096,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,02-May-18
1097,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,02-May-17
1098,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1350,1350,1350,02-May-16
1099,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1100,1100,1100,02-May-13
1100,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1525,1525,1525,01-May-19
1101,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1450,1450,1450,01-May-18
1102,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1400,1400,1400,01-May-17
1103,Bhatinda,Rampuraphul(Bhai Rupan),Wheat,Other,FAQ,1285,1285,1285,01-May-15
1104,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,30-Apr-20
1105,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,30-Apr-13
1106,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,29-May-15
1107,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,29-Apr-20
1108,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,29-Apr-19
1109,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,29-Apr-18
1110,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,29-Apr-17
1111,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,28-Apr-20
1112,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,28-Apr-18
1113,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,28-Apr-17
1114,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,28-Apr-15
1115,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,28-Apr-13
1116,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,27-Apr-20
1117,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,27-Apr-19
1118,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,27-Apr-18
1119,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,27-Apr-15
1120,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,26-Apr-20
1121,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,26-Apr-19
1122,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,26-Apr-18
1123,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,26-Apr-17
1124,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,26-Apr-15
1125,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,26-Apr-13
1126,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,25-Apr-20
1127,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,25-Apr-19
1128,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,25-Apr-18
1129,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,25-Apr-17
1130,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,24-Apr-20
1131,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,24-Apr-19
1132,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,24-Apr-17
1133,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,24-Apr-15
1134,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,24-Apr-13
1135,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,23-Apr-20
1136,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,23-Apr-19
1137,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,23-Apr-18
1138,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,23-Apr-17
1139,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,22-Apr-19
1140,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,22-Apr-18
1141,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,22-Apr-13
1142,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,21-May-15
1143,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,21-Apr-19
1144,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,20-Apr-19
1145,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,20-Apr-16
1146,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,20-Apr-15
1147,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,20-Apr-13
1148,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,18-May-15
1149,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,18-Apr-16
1150,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,18-Apr-13
1151,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,17-Apr-16
1152,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,16-May-18
1153,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,16-Apr-20
1154,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,15-May-18
1155,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,15-Apr-20
1156,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,15-Apr-19
1157,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,15-Apr-13
1158,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,14-Apr-20
1159,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,13-Apr-20
1160,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,12-May-17
1161,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,12-May-13
1162,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,12-Apr-20
1163,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,12-Apr-13
1164,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,11-Apr-20
1165,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,10-May-15
1166,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,08-May-17
1167,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,08-May-16
1168,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,08-May-15
1169,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,06-May-13
1170,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,05-May-20
1171,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,05-May-18
1172,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,05-May-17
1173,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,05-May-16
1174,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,05-May-15
1175,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1100,1100,1100,05-May-13
1176,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,04-May-20
1177,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,04-May-17
1178,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1350,1350,1350,04-May-16
1179,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1285,1285,1285,04-May-15
1180,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,03-May-20
1181,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1525,1525,1525,03-May-19
1182,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1450,1450,1450,03-May-18
1183,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1400,1400,1400,03-May-17
1184,Bhatinda,Rampuraphul(Chowke),Wheat,Other,FAQ,1625,1625,1625,02-May-20
